show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s170,1,Poseidon,121,2021-09-01,2006,2,28,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
s171,1,Rhyme & Reason,122,2021-09-01,1997,9,67,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
s172,1,Same Kind of Different as Me,123,2021-09-01,2017,2,60,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
s173,1,School of Rock,124,2021-09-01,2003,2,23,"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
s174,1,Snervous Tyler Oakley,125,2021-09-01,2015,2,40,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
s175,1,Tears of the Sun,38,2021-09-01,2003,9,57,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
s176,1,The Blue Lagoon,126,2021-09-01,1980,9,24,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
s177,1,The Golden Child,127,2021-09-01,1986,2,12,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
s178,1,The Guns of Navarone,128,2021-09-01,1961,5,68,"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
s179,1,The Interview,129,2021-09-01,2014,9,69,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
s180,1,The Nutty Professor,131,2021-09-01,1996,2,38,"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
s181,1,The Nutty Professor II: The Klumps,132,2021-09-01,2000,2,70,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation."
s182,2,Turning Point: 9/11 and the War on Terror,1,2021-09-01,2021,5,4,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad."
s183,1,Welcome Home Roscoe Jenkins,133,2021-09-01,2008,2,53,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become."
s184,1,In the Line of Fire,121,2021-08-31,1993,9,71,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
s185,2,Sparking Joy,1,2021-08-31,2021,6,4,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world."
s186,1,Untold: Crime & Penalties,66,2021-08-31,2021,3,64,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good."
s187,2,Hometown Cha-Cha-Cha,1,2021-08-29,2021,5,4,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way."
s188,2,The Ingenuity of the Househusband,1,2021-08-29,2021,10,4,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.
s189,1,2 Alone in Paris,134,2021-08-28,2008,3,19,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
s190,2,Bread Barbershop,1,2021-08-28,2020,7,3,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
s191,1,Thimmarusu,136,2021-08-28,2021,5,6,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
s192,1,Wind River,137,2021-08-28,2017,9,70,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.
s193,1,C Kkompany,138,2021-08-27,2008,5,9,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
s194,2,D.P.,1,2021-08-27,2021,3,4,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
s195,2,Deadly Sins,1,2021-08-27,2002,3,4,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.
s196,1,EMI: Liya Hai To Chukana Padega,139,2021-08-27,2008,5,50,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
s197,1,He's All That,140,2021-08-27,2021,5,47,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
s198,2,I Heart Arlo,1,2021-08-27,2021,8,4,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
s199,2,King of Boys: The Return of the King,50,2021-08-27,2021,3,4,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
s200,1,Koi Aap Sa,141,2021-08-27,2006,5,72,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
s201,1,Krishna Cottage,142,2021-08-27,2004,5,26,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
s202,1,Kucch To Hai,143,2021-08-27,2003,5,73,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
s203,1,Kyaa Kool Hai Hum,145,2021-08-27,2005,3,74,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
s204,1,Kyaa Kool Hain Hum 3,146,2021-08-27,2016,3,26,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
s205,1,Kyaa Super Kool Hain Hum,138,2021-08-27,2012,3,73,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
s206,1,Kyo Kii... Main Jhuth Nahin Bolta,147,2021-08-27,2001,5,75,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
s207,1,"LSD: Love, Sex Aur Dhokha",148,2021-08-27,2010,3,69,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
s208,1,Mission Istaanbul: Darr Ke Aagey Jeet Hai,149,2021-08-27,2008,5,51,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
s209,1,Once Upon a Time in Mumbaai,150,2021-08-27,2010,5,76,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s210,1,Once Upon a Time in Mumbai Dobaara!,150,2021-08-27,2013,5,58,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
s211,1,Ragini MMS,151,2021-08-27,2011,3,37,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s212,1,Ragini MMS 2,152,2021-08-27,2014,3,41,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
s213,2,Rebellion,1,2021-08-27,2016,3,3,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s214,2,RIDE ON TIME,1,2021-08-27,2021,6,22,Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.
s215,1,SAS: Rise of the Black Swan,153,2021-08-27,2021,9,26,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
s216,1,Shootout at Lokhandwala,149,2021-08-27,2007,3,27,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
s217,1,Shor In the City,154,2021-08-27,2011,5,20,"When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
s218,1,The Dirty Picture,150,2021-08-27,2011,5,45,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol."
s219,2,Titletown High,1,2021-08-27,2021,5,4,"In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title."
s220,2,EDENS ZERO,1,2021-08-26,2021,5,4,"Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother."
s221,2,Family Reunion,1,2021-08-26,2021,6,10,"When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways."
s222,1,"Bob Ross: Happy Accidents, Betrayal & Greed",156,2021-08-25,2021,5,37,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.
s223,2,Clickbait,157,2021-08-25,2021,3,4,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why."
s224,2,John of God: The Crimes of a Spiritual Healer,158,2021-08-25,2021,3,4,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press."
s225,2,Motel Makeover,1,2021-08-25,2021,5,4,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway."
s226,2,Open Your Eyes,1,2021-08-25,2021,3,4,"After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment."
s227,2,Post Mortem: No One Dies in Skarnes,1,2021-08-25,2021,3,4,"She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if..."
